"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_0113100","PY17X_0113100.1","P. yoelii yoelii 17X","Py17X_01_v3:590,952..591,230(+)","conserved Plasmodium protein, unknown function","192","conserved Plasmodium protein, unknown function","No"
"PY17X_0113200","PY17X_0113200.1","P. yoelii yoelii 17X","Py17X_01_v3:591,967..595,723(-)","rhoptry protein ROP14, putative","3321","rhoptry protein ROP14, putative","No"
"PY17X_0113300","PY17X_0113300.1","P. yoelii yoelii 17X","Py17X_01_v3:597,709..598,529(+)","50S ribosomal protein L18, apicoplast, putative","639","50S ribosomal protein L18, apicoplast, putative","No"
"PY17X_0113400","PY17X_0113400.1","P. yoelii yoelii 17X","Py17X_01_v3:598,814..601,687(-)","AP-3 complex subunit beta, putative","2874","AP-3 complex subunit beta, putative","No"
"PY17X_0113500","PY17X_0113500.1","P. yoelii yoelii 17X","Py17X_01_v3:603,618..606,875(+)","conserved Plasmodium protein, unknown function","2454","conserved Plasmodium protein, unknown function","No"
"PY17X_0113600","PY17X_0113600.1","P. yoelii yoelii 17X","Py17X_01_v3:607,328..609,250(-)","syntaxin-binding protein, putative","1923","syntaxin-binding protein, putative","No"
"PY17X_0113700","PY17X_0113700.1","P. yoelii yoelii 17X","Py17X_01_v3:613,444..621,532(+)","AP2 domain transcription factor, putative","7941","AP2 domain transcription factor, putative","No"
"PY17X_0113800","PY17X_0113800.1","P. yoelii yoelii 17X","Py17X_01_v3:621,948..628,079(-)","myosin E, putative","6132","myosin E, putative","No"
"PY17X_0113900","PY17X_0113900.1","P. yoelii yoelii 17X","Py17X_01_v3:630,905..633,430(-)","conserved Plasmodium protein, unknown function","2526","conserved Plasmodium protein, unknown function","No"
"PY17X_0114000","PY17X_0114000.1","P. yoelii yoelii 17X","Py17X_01_v3:634,467..636,974(-)","cytosolic Fe-S cluster assembly factor NAR1, putative","2508","cytosolic Fe-S cluster assembly factor NAR1, putative","No"
"PY17X_0114100","PY17X_0114100.1","P. yoelii yoelii 17X","Py17X_01_v3:638,387..640,578(-)","major facilitator superfamily-related transporter, putative","1833","major facilitator superfamily-related transporter, putative","No"
"PY17X_0114200","PY17X_0114200.1","P. yoelii yoelii 17X","Py17X_01_v3:643,033..646,232(+)","fam-b protein","3003","fam-b protein","No"
"PY17X_0114300","PY17X_0114300.1","P. yoelii yoelii 17X","Py17X_01_v3:648,938..649,992(+)","PIR protein, pseudogene","945","PIR protein, pseudogene","Yes"
"PY17X_0114400","PY17X_0114400.1","P. yoelii yoelii 17X","Py17X_01_v3:651,398..652,387(+)","fam-b protein","825","fam-b protein","No"
"PY17X_0114500","PY17X_0114500.1","P. yoelii yoelii 17X","Py17X_01_v3:653,246..654,700(-)","fam-a protein","759","fam-a protein","No"
"PY17X_0114600","PY17X_0114600.1","P. yoelii yoelii 17X","Py17X_01_v3:658,342..659,510(+)","PIR protein","960","PIR protein","No"
"PY17X_0114700","PY17X_0114700.1","P. yoelii yoelii 17X","Py17X_01_v3:661,865..663,020(+)","PIR protein","945","PIR protein","No"
"PY17X_0114800","PY17X_0114800.1","P. yoelii yoelii 17X","Py17X_01_v3:665,475..666,638(+)","PIR protein","948","PIR protein","No"
"PY17X_0114900","PY17X_0114900.1","P. yoelii yoelii 17X","Py17X_01_v3:669,124..670,289(+)","PIR protein","951","PIR protein","No"
"PY17X_0115000","PY17X_0115000.1","P. yoelii yoelii 17X","Py17X_01_v3:672,687..673,858(+)","PIR protein","960","PIR protein","No"
"PY17X_0115100","PY17X_0115100.1","P. yoelii yoelii 17X","Py17X_01_v3:676,343..677,507(+)","PIR protein","957","PIR protein","No"
"PY17X_0115200","PY17X_0115200.1","P. yoelii yoelii 17X","Py17X_01_v3:679,840..681,008(+)","PIR protein","954","PIR protein","No"
"PY17X_0115300","PY17X_0115300.1","P. yoelii yoelii 17X","Py17X_01_v3:683,413..684,576(+)","PIR protein","951","PIR protein","No"
"PY17X_0115400","PY17X_0115400.1","P. yoelii yoelii 17X","Py17X_01_v3:686,899..688,075(+)","PIR protein","951","PIR protein","No"
"PY17X_0115500","PY17X_0115500.1","P. yoelii yoelii 17X","Py17X_01_v3:690,529..691,701(+)","PIR protein","960","PIR protein","No"
"PY17X_0115600","PY17X_0115600.1","P. yoelii yoelii 17X","Py17X_01_v3:693,916..694,453(+)","fam-c protein","408","fam-c protein","No"
"PY17X_0115700","PY17X_0115700.1","P. yoelii yoelii 17X","Py17X_01_v3:697,458..698,717(-)","lysophospholipase, putative","1260","lysophospholipase, putative","No"
"PY17X_0115800","PY17X_0115800.1","P. yoelii yoelii 17X","Py17X_01_v3:700,802..701,440(+)","hypothetical protein","384","hypothetical protein","No"
"PY17X_0115900","PY17X_0115900.1","P. yoelii yoelii 17X","Py17X_01_v3:702,418..702,930(+)","hypothetical protein","513","hypothetical protein","No"
"PY17X_0115951","PY17X_0115951.1","P. yoelii yoelii 17X","Py17X_01_v3:704,335..705,966(-)","fam-a protein","900","fam-a protein","No"
"PY17X_0116000","PY17X_0116000.1","P. yoelii yoelii 17X","Py17X_01_v3:707,698..709,204(-)","fam-a protein","870","fam-a protein","No"
"PY17X_0116100","PY17X_0116100.1","P. yoelii yoelii 17X","Py17X_01_v3:713,072..714,156(+)","PIR protein","888","PIR protein","No"
"PY17X_0116200","PY17X_0116200.1","P. yoelii yoelii 17X","Py17X_01_v3:716,533..717,662(+)","PIR protein","906","PIR protein","No"
"PY17X_0116300","PY17X_0116300.1","P. yoelii yoelii 17X","Py17X_01_v3:719,859..720,702(+)","fam-b protein","675","fam-b protein","No"
"PY17X_0116400","PY17X_0116400.1","P. yoelii yoelii 17X","Py17X_01_v3:723,831..725,939(+)","PIR protein","1899","PIR protein","No"
"PY17X_0116500","PY17X_0116500.1","P. yoelii yoelii 17X","Py17X_01_v3:726,433..727,553(-)","fam-a protein","549","fam-a protein","No"
"PY17X_0116600","PY17X_0116600.1","P. yoelii yoelii 17X","Py17X_01_v3:730,870..733,758(+)","PIR protein","2640","PIR protein","No"
"PY17X_0116700","PY17X_0116700.1","P. yoelii yoelii 17X","Py17X_01_v3:736,161..736,745(+)","PIR protein, fragment","585","PIR protein, fragment","No"
"PY17X_0116800","PY17X_0116800.1","P. yoelii yoelii 17X","Py17X_01_v3:739,541..740,600(+)","PIR protein","822","PIR protein","No"
"PY17X_0116900","PY17X_0116900.1","P. yoelii yoelii 17X","Py17X_01_v3:743,075..744,279(+)","PIR protein","993","PIR protein","No"
"PY17X_0117000","PY17X_0117000.1","P. yoelii yoelii 17X","Py17X_01_v3:746,718..747,898(+)","PIR protein","951","PIR protein","No"
"PY17X_0117100","PY17X_0117100.1","P. yoelii yoelii 17X","Py17X_01_v3:750,621..751,779(+)","PIR protein","951","PIR protein","No"
"PY17X_0117200","PY17X_0117200.1","P. yoelii yoelii 17X","Py17X_01_v3:754,571..755,661(+)","PIR protein","897","PIR protein","No"
"PY17X_0117300","PY17X_0117300.1","P. yoelii yoelii 17X","Py17X_01_v3:758,127..759,309(+)","PIR protein","960","PIR protein","No"
"PY17X_0117400","PY17X_0117400.1","P. yoelii yoelii 17X","Py17X_01_v3:761,880..763,072(+)","PIR protein","981","PIR protein","No"
"PY17X_0117500","PY17X_0117500.1","P. yoelii yoelii 17X","Py17X_01_v3:765,538..766,566(+)","PIR protein","825","PIR protein","No"
"PY17X_0117600","PY17X_0117600.1","P. yoelii yoelii 17X","Py17X_01_v3:768,831..769,889(+)","PIR protein","837","PIR protein","No"
"PY17X_0117700","PY17X_0117700.1","P. yoelii yoelii 17X","Py17X_01_v3:772,463..773,593(+)","PIR protein","918","PIR protein","No"
"PY17X_0117800","PY17X_0117800.1","P. yoelii yoelii 17X","Py17X_01_v3:775,959..776,990(+)","PIR protein","825","PIR protein","No"
"PY17X_0117900","PY17X_0117900.1","P. yoelii yoelii 17X","Py17X_01_v3:779,719..780,830(+)","PIR protein","915","PIR protein","No"
"PY17X_0118001","PY17X_0118001.1","P. yoelii yoelii 17X","Py17X_01_v3:783,193..784,321(+)","PIR protein","903","PIR protein","No"
"PY17X_0118101","PY17X_0118101.1","P. yoelii yoelii 17X","Py17X_01_v3:786,679..787,706(+)","PIR protein","825","PIR protein","No"
"PY17X_0118201","PY17X_0118201.1","P. yoelii yoelii 17X","Py17X_01_v3:789,994..791,143(+)","PIR protein","924","PIR protein","No"
"PY17X_0118301","PY17X_0118301.1","P. yoelii yoelii 17X","Py17X_01_v3:793,517..794,682(+)","PIR protein","939","PIR protein","No"
"PY17X_0118401","PY17X_0118401.1","P. yoelii yoelii 17X","Py17X_01_v3:797,765..798,966(+)","PIR protein","990","PIR protein","No"
"PY17X_0118501","PY17X_0118501.1","P. yoelii yoelii 17X","Py17X_01_v3:801,601..802,768(+)","PIR protein","948","PIR protein","No"
"PY17X_0118601","PY17X_0118601.1","P. yoelii yoelii 17X","Py17X_01_v3:805,115..806,119(+)","PIR protein","798","PIR protein","No"
"PY17X_0118701","PY17X_0118701.1","P. yoelii yoelii 17X","Py17X_01_v3:808,956..810,109(+)","PIR protein","915","PIR protein","No"
"PY17X_0118801","PY17X_0118801.1","P. yoelii yoelii 17X","Py17X_01_v3:811,264..812,511(-)","fam-a protein","756","fam-a protein","No"
"PY17X_0200031","PY17X_0200031.1","P. yoelii yoelii 17X","Py17X_02_v3:4,531..5,554(-)","PIR protein","819","PIR protein","No"
"PY17X_0200061","PY17X_0200061.1","P. yoelii yoelii 17X","Py17X_02_v3:7,919..9,050(-)","PIR protein","906","PIR protein","No"
"PY17X_0200091","PY17X_0200091.1","P. yoelii yoelii 17X","Py17X_02_v3:11,571..12,736(-)","PIR protein","939","PIR protein","No"
"PY17X_0200121","PY17X_0200121.1","P. yoelii yoelii 17X","Py17X_02_v3:14,947..16,051(-)","PIR protein","882","PIR protein","No"
"PY17X_0200151","PY17X_0200151.1","P. yoelii yoelii 17X","Py17X_02_v3:18,435..19,593(-)","PIR protein","939","PIR protein","No"
"PY17X_0200181","PY17X_0200181.1","P. yoelii yoelii 17X","Py17X_02_v3:22,367..23,542(-)","PIR protein","966","PIR protein","No"
"PY17X_0200211","PY17X_0200211.1","P. yoelii yoelii 17X","Py17X_02_v3:25,858..26,883(-)","PIR protein","822","PIR protein","No"
"PY17X_0200241","PY17X_0200241.1","P. yoelii yoelii 17X","Py17X_02_v3:29,359..30,484(-)","PIR protein","912","PIR protein","No"
"PY17X_0200271","PY17X_0200271.1","P. yoelii yoelii 17X","Py17X_02_v3:32,877..34,023(-)","PIR protein","942","PIR protein","No"
"PY17X_0200301","PY17X_0200301.1","P. yoelii yoelii 17X","Py17X_02_v3:36,576..37,644(-)","PIR protein","846","PIR protein","No"
"PY17X_0200331","PY17X_0200331.1","P. yoelii yoelii 17X","Py17X_02_v3:39,863..40,948(-)","PIR protein","864","PIR protein","No"
"PY17X_0200361","PY17X_0200361.1","P. yoelii yoelii 17X","Py17X_02_v3:43,334..44,358(-)","PIR protein","816","PIR protein","No"
"PY17X_0200391","PY17X_0200391.1","P. yoelii yoelii 17X","Py17X_02_v3:47,167..48,038(-)","fam-c protein","744","fam-c protein","No"
"PY17X_0200421","PY17X_0200421.1","P. yoelii yoelii 17X","Py17X_02_v3:49,818..50,916(-)","PIR protein","870","PIR protein","No"
"PY17X_0200451","PY17X_0200451.1","P. yoelii yoelii 17X","Py17X_02_v3:53,488..54,384(-)","PIR protein","606","PIR protein","No"
"PY17X_0200481","PY17X_0200481.1","P. yoelii yoelii 17X","Py17X_02_v3:56,882..59,191(-)","PIR protein","2076","PIR protein","No"
"PY17X_0200511","PY17X_0200511.1","P. yoelii yoelii 17X","Py17X_02_v3:62,152..63,610(+)","fam-a protein","831","fam-a protein","No"
"PY17X_0200541","PY17X_0200541.1","P. yoelii yoelii 17X","Py17X_02_v3:64,088..66,010(-)","PIR protein","1728","PIR protein","No"
"PY17X_0200571","PY17X_0200571.1","P. yoelii yoelii 17X","Py17X_02_v3:74,021..78,787(+)","conserved rodent malaria protein, unknown function","4767","conserved rodent malaria protein, unknown function","No"
"PY17X_0200601","PY17X_0200601.1","P. yoelii yoelii 17X","Py17X_02_v3:84,843..86,097(-)","PIR protein","1029","PIR protein","No"
"PY17X_0200631","PY17X_0200631.1","P. yoelii yoelii 17X","Py17X_02_v3:88,576..89,740(-)","PIR protein","951","PIR protein","No"
"PY17X_0200661","PY17X_0200661.1","P. yoelii yoelii 17X","Py17X_02_v3:91,928..93,002(-)","PIR protein","864","PIR protein","No"
"PY17X_0200691","PY17X_0200691.1","P. yoelii yoelii 17X","Py17X_02_v3:95,334..96,489(-)","PIR protein","933","PIR protein","No"
"PY17X_0200721","PY17X_0200721.1","P. yoelii yoelii 17X","Py17X_02_v3:99,308..100,400(-)","PIR protein","867","PIR protein","No"
"PY17X_0200751","PY17X_0200751.1","P. yoelii yoelii 17X","Py17X_02_v3:102,915..103,992(-)","PIR protein","882","PIR protein","No"
"PY17X_0200781","PY17X_0200781.1","P. yoelii yoelii 17X","Py17X_02_v3:106,479..107,613(-)","PIR protein","924","PIR protein","No"
"PY17X_0200811","PY17X_0200811.1","P. yoelii yoelii 17X","Py17X_02_v3:109,925..110,939(-)","PIR protein, pseudogene","816","PIR protein, pseudogene","Yes"
"PY17X_0200841","PY17X_0200841.1","P. yoelii yoelii 17X","Py17X_02_v3:113,271..114,393(-)","PIR protein","885","PIR protein","No"
"PY17X_0200871","PY17X_0200871.1","P. yoelii yoelii 17X","Py17X_02_v3:117,563..118,289(-)","fam-b protein","555","fam-b protein","No"
"PY17X_0200901","PY17X_0200901.1","P. yoelii yoelii 17X","Py17X_02_v3:120,554..121,746(-)","PIR protein","966","PIR protein","No"
"PY17X_0200931","PY17X_0200931.1","P. yoelii yoelii 17X","Py17X_02_v3:124,129..125,204(-)","PIR protein","879","PIR protein","No"
"PY17X_0200961","PY17X_0200961.1","P. yoelii yoelii 17X","Py17X_02_v3:127,804..129,052(-)","PIR protein","1029","PIR protein","No"
"PY17X_0200991","PY17X_0200991.1","P. yoelii yoelii 17X","Py17X_02_v3:131,425..132,525(-)","PIR protein","882","PIR protein","No"
"PY17X_0201001","PY17X_0201001.1","P. yoelii yoelii 17X","Py17X_02_v3:138,422..139,538(-)","PIR protein","894","PIR protein","No"
"PY17X_0201051","PY17X_0201051.1","P. yoelii yoelii 17X","Py17X_02_v3:135,037..136,110(-)","PIR protein","879","PIR protein","No"
"PY17X_0201151","PY17X_0201151.1","P. yoelii yoelii 17X","Py17X_02_v3:142,112..143,267(-)","PIR protein","945","PIR protein","No"
"PY17X_0201200","PY17X_0201200.1","P. yoelii yoelii 17X","Py17X_02_v3:145,719..146,880(-)","PIR protein","936","PIR protein","No"
"PY17X_0201300","PY17X_0201300.1","P. yoelii yoelii 17X","Py17X_02_v3:149,325..150,493(-)","PIR protein","849","PIR protein","No"
"PY17X_0201400","PY17X_0201400.1","P. yoelii yoelii 17X","Py17X_02_v3:152,895..153,973(-)","PIR protein","885","PIR protein","No"
"PY17X_0201500","PY17X_0201500.1","P. yoelii yoelii 17X","Py17X_02_v3:157,324..158,150(-)","fam-c protein","702","fam-c protein","No"
"PY17X_0201600","PY17X_0201600.1","P. yoelii yoelii 17X","Py17X_02_v3:160,248..161,357(-)","PIR protein","885","PIR protein","No"
"PY17X_0201700","PY17X_0201700.1","P. yoelii yoelii 17X","Py17X_02_v3:164,988..166,360(+)","fam-a protein","870","fam-a protein","No"
"PY17X_0201800","PY17X_0201800.1","P. yoelii yoelii 17X","Py17X_02_v3:167,601..169,075(+)","fam-a protein","852","fam-a protein","No"
"PY17X_0201900","PY17X_0201900.1","P. yoelii yoelii 17X","Py17X_02_v3:170,360..171,516(-)","PIR protein, pseudogene","936","PIR protein, pseudogene","Yes"
"PY17X_0202000","PY17X_0202000.1","P. yoelii yoelii 17X","Py17X_02_v3:173,898..175,062(-)","PIR protein","945","PIR protein","No"
"PY17X_0202100","PY17X_0202100.1","P. yoelii yoelii 17X","Py17X_02_v3:177,950..179,446(-)","PIR protein","1017","PIR protein","No"
"PY17X_0202200","PY17X_0202200.1","P. yoelii yoelii 17X","Py17X_02_v3:181,743..182,833(-)","PIR protein","894","PIR protein","No"
"PY17X_0202300","PY17X_0202300.1","P. yoelii yoelii 17X","Py17X_02_v3:185,242..186,344(-)","PIR protein, pseudogene","861","PIR protein, pseudogene","Yes"
"PY17X_0202400","PY17X_0202400.1","P. yoelii yoelii 17X","Py17X_02_v3:190,277..191,779(+)","fam-a protein","882","fam-a protein","No"
"PY17X_0202500","PY17X_0202500.1","P. yoelii yoelii 17X","Py17X_02_v3:193,482..194,658(+)","fam-a protein","633","fam-a protein","No"
"PY17X_0202600","PY17X_0202600.1","P. yoelii yoelii 17X","Py17X_02_v3:198,102..199,499(+)","lysophospholipase, putative","1398","lysophospholipase, putative","No"
"PY17X_0202700","PY17X_0202700.1","P. yoelii yoelii 17X","Py17X_02_v3:200,947..201,427(-)","fam-c protein","351","fam-c protein","No"
"PY17X_0202800","PY17X_0202800.1","P. yoelii yoelii 17X","Py17X_02_v3:202,982..203,636(-)","PIR protein, pseudogene","525","PIR protein, pseudogene","Yes"
"PY17X_0202900","PY17X_0202900.1","P. yoelii yoelii 17X","Py17X_02_v3:204,938..205,801(-)","Plasmodium exported protein, unknown function","687","Plasmodium exported protein, unknown function","No"
"PY17X_0203000","PY17X_0203000.1","P. yoelii yoelii 17X","Py17X_02_v3:209,065..209,592(-)","early transcribed membrane protein","528","early transcribed membrane protein","No"
"PY17X_0203100","PY17X_0203100.1","P. yoelii yoelii 17X","Py17X_02_v3:219,029..219,283(-)","conserved Plasmodium protein, unknown function","255","conserved Plasmodium protein, unknown function","No"
"PY17X_0203200","PY17X_0203200.1","P. yoelii yoelii 17X","Py17X_02_v3:220,615..222,600(+)","TatD-like deoxyribonuclease, putative","1329","TatD-like deoxyribonuclease, putative","No"
"PY17X_0203300","PY17X_0203300.1","P. yoelii yoelii 17X","Py17X_02_v3:222,723..223,260(+)","conserved protein, unknown function","240","conserved protein, unknown function","No"
"PY17X_0203400","PY17X_0203400.1","P. yoelii yoelii 17X","Py17X_02_v3:224,287..226,741(-)","eukaryotic translation initiation factor 4E, putative","1641","eukaryotic translation initiation factor 4E, putative","No"
"PY17X_0203500","PY17X_0203500.1","P. yoelii yoelii 17X","Py17X_02_v3:227,938..228,288(+)","conserved protein, unknown function","351","conserved protein, unknown function","No"
"PY17X_0203600","PY17X_0203600.1","P. yoelii yoelii 17X","Py17X_02_v3:228,566..229,375(+)","conserved Plasmodium protein, unknown function","810","conserved Plasmodium protein, unknown function","No"
"PY17X_0203700","PY17X_0203700.1","P. yoelii yoelii 17X","Py17X_02_v3:230,103..231,830(+)","UMP-CMP kinase, putative","1089","UMP-CMP kinase, putative","No"
"PY17X_0203800","PY17X_0203800.1","P. yoelii yoelii 17X","Py17X_02_v3:233,024..234,739(-)","conserved Plasmodium protein, unknown function","1716","conserved Plasmodium protein, unknown function","No"
"PY17X_0203900","PY17X_0203900.1","P. yoelii yoelii 17X","Py17X_02_v3:236,978..240,127(+)","P-loop containing nucleoside triphosphate hydrolase, putative","3150","P-loop containing nucleoside triphosphate hydrolase, putative","No"
"PY17X_0204000","PY17X_0204000.1","P. yoelii yoelii 17X","Py17X_02_v3:240,826..241,568(+)","conserved protein, unknown function","294","conserved protein, unknown function","No"
