# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	310951	311784	-	VEV54474.1			proteasome subunit alpha type-2, putative			PVVCY_0100850	708	235	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	313745	314509	+							PVVCY_0100860	765		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	313745	314509	+	VEV54475.1			conserved Plasmodium protein, unknown function			PVVCY_0100860	609	202	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	315926	317795	+							PVVCY_0100870	1870		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	315926	317795	+	VEV54476.1			T-complex protein 1 subunit zeta, putative			PVVCY_0100870	1632	543	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	319922	321166	+							PVVCY_0100880	1245		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	319922	321166	+	VEV54477.1			ornithine aminotransferase, putative			PVVCY_0100880	1245	414	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	322242	325002	+							PVVCY_0100890	2761		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	322242	325002	+	VEV54478.1			conserved Plasmodium protein, unknown function			PVVCY_0100890	2583	860	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	326991	343187	+							PVVCY_0100900	16197		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	326991	343187	+	VEV54479.1			conserved Plasmodium protein, unknown function			PVVCY_0100900	16197	5398	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	343842	345511	-							PVVCY_0100910	1670		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	343842	345511	-	VEV54480.1			zinc transporter ZIP1, putative			PVVCY_0100910	1032	343	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	346981	348480	+							PVVCY_0100920	1500		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	346981	348480	+	VEV54481.1			citrate synthase-like protein, putative			PVVCY_0100920	1317	438	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	349590	351863	+							PVVCY_0100930	2274		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	349590	351863	+	VEV54482.1			conserved Plasmodium protein, unknown function			PVVCY_0100930	2160	719	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	352337	354121	-							PVVCY_0100940	1785		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	352337	354121	-	VEV54483.1			mitochondrial cardiolipin synthase, putative			PVVCY_0100940	1785	594	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	355171	359622	+							PVVCY_0100950	4452		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	355171	359622	+	VEV54484.1			conserved Plasmodium protein, unknown function			PVVCY_0100950	3384	1127	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	361454	366344	+							PVVCY_0100960	4891		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	361454	366344	+	VEV54485.1			conserved Plasmodium protein, unknown function			PVVCY_0100960	4677	1558	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	367256	368533	-							PVVCY_0100970	1278		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	367256	368533	-	VEV54486.1			palmitoyltransferase DHHC2, putative			PVVCY_0100970	855	284	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	371473	376611	+							PVVCY_0100980	5139		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	371473	376611	+	VEV54487.1			conserved Plasmodium protein, unknown function			PVVCY_0100980	5139	1712	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	377168	378426	+							PVVCY_0100990	1259		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	377168	378426	+	VEV54488.1			mitochondrial ribosomal protein L19 precursor, putative			PVVCY_0100990	969	322	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	378623	380359	-							PVVCY_0101000	1737		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	378623	380359	-	VEV54489.1			pre-mRNA-splicing factor SLU7, putative			PVVCY_0101000	1293	430	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	381529	382908	-							PVVCY_0101010	1380		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	381529	382908	-	VEV54490.1			RNA-binding protein 25, putative			PVVCY_0101010	1380	459	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	386823	387233	+							PVVCY_0101020	411		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	386823	387233	+	VEV54491.1			histone H3, putative			PVVCY_0101020	411	136	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	387734	388280	-							PVVCY_0101030	547		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	387734	388280	-	VEV54492.1			peptidyl-tRNA hydrolase PTRHD1, putative			PVVCY_0101030	372	123	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	389970	390958	+							PVVCY_0101040	989		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	389970	390958	+	VEV54493.1			conserved Plasmodium protein, unknown function			PVVCY_0101040	261	86	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	391208	393238	+							PVVCY_0101050	2031		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	391208	393238	+	VEV54494.1			transketolase, putative			PVVCY_0101050	2031	676	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	393754	397182	-							PVVCY_0101060	3429		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	393754	397182	-	VEV54495.1			transcription elongation factor SPT5, putative			PVVCY_0101060	3429	1142	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	398768	399897	-							PVVCY_0101070	1130		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	398768	399897	-	VEV54496.1			SNARE associated Golgi protein, putative			PVVCY_0101070	867	288	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	401398	401664	-							PVVCY_0101080	267		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	401398	401664	-	VEV54497.1			succinate dehydrogenase subunit 3, putative			PVVCY_0101080	267	88	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	402627	403727	+							PVVCY_0101090	1101		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	402627	403727	+	VEV54498.1			transcription factor with AP2 domain(s), putative			PVVCY_0101090	840	279	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	404927	406056	+							PVVCY_0101100	1130		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	404927	406056	+	VEV54499.1			conserved Plasmodium protein, unknown function			PVVCY_0101100	843	280	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	406415	408760	-							PVVCY_0101110	2346		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	406415	408760	-	VEV54500.1			SWIB/MDM2 domain-containing protein, putative			PVVCY_0101110	2346	781	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	415030	416139	-							PVVCY_0101120	1110		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	415030	416139	-	VEV54501.1			conserved Plasmodium protein, unknown function			PVVCY_0101120	1110	369	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	417453	419321	-							PVVCY_0101130	1869		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	417453	419321	-	VEV54502.1			conserved Plasmodium protein, unknown function			PVVCY_0101130	1869	622	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	420676	421105	-							PVVCY_0101140	430		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	420676	421105	-	VEV54503.1			60S ribosomal protein L39, putative			PVVCY_0101140	156	51	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	422417	430574	-							PVVCY_0101150	8158		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	422417	430574	-	VEV54504.1			conserved Plasmodium protein, unknown function			PVVCY_0101150	7740	2579	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	433712	434560	+							PVVCY_0101160	849		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	433712	434560	+	VEV54505.1			lsm12, putative			PVVCY_0101160	609	202	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	434968	435361	-							PVVCY_0101170	394		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	434968	435361	-	VEV54506.1			conserved Plasmodium protein, unknown function			PVVCY_0101170	171	56	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	436191	437897	-							PVVCY_0101180	1707		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	436191	437897	-	VEV54507.1			eukaryotic translation initiation factor 3 subunit L, putative			PVVCY_0101180	1707	568	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	439383	445424	-							PVVCY_0101190	6042		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	439383	445424	-	VEV54508.1			leucine-rich repeat protein			PVVCY_0101190	5313	1770	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	446691	447044	+							PVVCY_0101200	354		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	446691	447044	+	VEV54509.1			conserved protein, unknown function			PVVCY_0101200	354	117	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	447079	447783	+							PVVCY_0101210	705		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	447079	447783	+	VEV54510.1			conserved Plasmodium protein, unknown function			PVVCY_0101210	705	234	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	448097	448456	-							PVVCY_0101220	360		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	448097	448456	-	VEV54511.1			conserved Plasmodium protein, unknown function			PVVCY_0101220	360	119	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	449067	450257	-							PVVCY_0101230	1191		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	449067	450257	-	VEV54512.1			cytoplasmic tRNA 2-thiolation protein 1, putative			PVVCY_0101230	1191	396	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	451149	452144	-							PVVCY_0101240	996		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	451149	452144	-	VEV54513.1			6-cysteine protein			PVVCY_0101240	996	331	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	452758	453744	-							PVVCY_0101250	987		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	452758	453744	-	VEV54514.1			6-cysteine protein			PVVCY_0101250	987	328	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	455909	457963	+							PVVCY_0101260	2055		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	455909	457963	+	VEV54515.1			nucleolar GTP-binding protein 1, putative			PVVCY_0101260	2055	684	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	458931	460679	-							PVVCY_0101270	1749		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	458931	460679	-	VEV54516.1			conserved Plasmodium protein, unknown function			PVVCY_0101270	507	168	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	462808	463570	+							PVVCY_0101280	763		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	462808	463570	+	VEV54517.1			conserved Plasmodium protein, unknown function			PVVCY_0101280	231	76	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	464522	464787	+							PVVCY_0101285	266		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	464522	464787	+	VEV54518.1			conserved Plasmodium protein, unknown function			PVVCY_0101285	183	60	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	465305	468819	-							PVVCY_0101290	3515		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	465305	468819	-	VEV54519.1			rhoptry protein ROP14, putative			PVVCY_0101290	3201	1066	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	470593	471326	+							PVVCY_0101300	734		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	470593	471326	+	VEV54520.1			apicoplast ribosomal protein L18 precursor, putative			PVVCY_0101300	639	212	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	471511	474396	-							PVVCY_0101310	2886		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	471511	474396	-	VEV54521.1			AP-3 complex subunit beta, putative			PVVCY_0101310	2886	961	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	475944	478649	+							PVVCY_0101320	2706		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	475944	478649	+	VEV54522.1			conserved Plasmodium protein, unknown function			PVVCY_0101320	2214	737	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	478970	480904	-							PVVCY_0101330	1935		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	478970	480904	-	VEV54523.1			syntaxin binding protein, putative			PVVCY_0101330	1935	644	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	484648	492396	+							PVVCY_0101340	7749		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	484648	492396	+	VEV54524.1			transcription factor with AP2 domain(s), putative			PVVCY_0101340	7638	2545	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	492780	498767	-							PVVCY_0101350	5988		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	492780	498767	-	VEV54525.1			myosin-like protein, putative			PVVCY_0101350	5988	1995	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	501093	503534	-							PVVCY_0101360	2442		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	501093	503534	-	VEV54526.1			conserved Plasmodium protein, unknown function			PVVCY_0101360	2442	813	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	504540	506981	-							PVVCY_0101370	2442		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	504540	506981	-	VEV54527.1			cytosolic Fe-S cluster assembly factor NAR1, putative			PVVCY_0101370	2442	813	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	508203	510365	-							PVVCY_0101380	2163		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	508203	510365	-	VEV54528.1			major facilitator superfamily-related transporter, putative			PVVCY_0101380	1767	588	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	512882	513930	+							PVVCY_0101390	1049		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	512882	513930	+	VEV54529.1			fam-b protein			PVVCY_0101390	855	284	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	516239	517120	+							PVVCY_0101400	882		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	516239	517120	+	VEV54530.1			fam-b protein			PVVCY_0101400	714	237	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	517924	519352	-							PVVCY_0101410	1429		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	517924	519352	-	VEV54531.1			fam-a protein			PVVCY_0101410	798	265	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	520825	522255	-							PVVCY_0101420	1431		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	520825	522255	-	VEV54532.1			fam-a protein			PVVCY_0101420	798	265	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	523834	525328	-							PVVCY_0101430	1495		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	523834	525328	-	VEV54533.1			fam-a protein			PVVCY_0101430	846	281	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	527956	528730	+							PVVCY_0101440	775		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	527956	528730	+	VEV54534.1			erythrocyte membrane antigen 1			PVVCY_0101440	636	211	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	531757	534324	+							PVVCY_0101450	2568		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	531757	534324	+	VEV54535.1			CIR protein PIR protein			PVVCY_0101450	2352	783	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	535863	536966	+							PVVCY_0101460	1104		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	535863	536966	+	VEV54536.1			PIR protein CIR protein			PVVCY_0101460	873	290	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	537865	539322	-							PVVCY_0101470	1458		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	537865	539322	-	VEV54537.1			fam-a protein			PVVCY_0101470	843	280	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	541275	549562	-							PVVCY_0101480	8288		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	541275	549562	-	VEV54538.1			reticulocyte binding protein, putative			PVVCY_0101480	8163	2720	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	551663	552845	+							PVVCY_0101490	1183		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_01	LR215057.1	551663	552845	+	VEV54539.1			haloacid dehalogenase-like hydrolase, putative			PVVCY_0101490	1059	352	
