"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_0000760","PVP01_0000760.1","4","4","1","N/A","N/A","reverse","pseudogene","Yes","1002","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_1.final:345,104..346,361(-)","Transfer.PvP01_00_1.final:345104..346361(-)","Transfer.PvP01_00_1.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000770","PVP01_0000770.1","3","3","1","N/A","N/A","forward","protein coding gene","No","879","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:349,981..351,113(+)","Transfer.PvP01_00_1.final:349981..351113(+)","Transfer.PvP01_00_1.final","82","12","292","879","34535","7.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000780","PVP01_0000780.1","2","2","1","N/A","N/A","forward","protein coding gene","No","402","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:351,940..352,459(+)","Transfer.PvP01_00_1.final:351940..352459(+)","Transfer.PvP01_00_1.final","82","12","133","402","15651","9.93","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000790","PVP01_0000790.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1038","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:354,258..355,568(-)","Transfer.PvP01_00_1.final:354258..355568(-)","Transfer.PvP01_00_1.final","7","8","345","1038","40493","8.09","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000800","PVP01_0000800.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","543","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:358,994..359,642(-)","Transfer.PvP01_00_1.final:358994..359642(-)","Transfer.PvP01_00_1.final","10","13","180","543","21224","9.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000810","PVP01_0000810.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","957","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:360,272..361,473(-)","Transfer.PvP01_00_1.final:360272..361473(-)","Transfer.PvP01_00_1.final","10","13","318","957","38074","7.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000820","PVP01_0000820.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","921","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:365,212..366,390(-)","Transfer.PvP01_00_1.final:365212..366390(-)","Transfer.PvP01_00_1.final","25","9","306","921","36443","8.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000830","PVP01_0000830.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","969","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:368,707..369,948(-)","Transfer.PvP01_00_1.final:368707..369948(-)","Transfer.PvP01_00_1.final","2","9","322","969","37502","7.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000840","PVP01_0000840.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","927","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:372,247..373,425(-)","Transfer.PvP01_00_1.final:372247..373425(-)","Transfer.PvP01_00_1.final","25","9","308","927","36929","7.83","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000850","PVP01_0000850.1","3","3","1","423","N/A","reverse","pseudogene","Yes","669","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_1.final:375,489..376,401(-)","Transfer.PvP01_00_1.final:376031..376401(-)","Transfer.PvP01_00_1.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000860","PVP01_0000860.1","4","4","1","N/A","N/A","reverse","pseudogene","Yes","960","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_1.final:383,291..384,517(-)","Transfer.PvP01_00_1.final:383291..384517(-)","Transfer.PvP01_00_1.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000870","PVP01_0000870.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","924","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:386,437..387,610(-)","Transfer.PvP01_00_1.final:386437..387610(-)","Transfer.PvP01_00_1.final","25","9","307","924","36751","8.18","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000880","PVP01_0000880.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","954","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:390,367..391,574(-)","Transfer.PvP01_00_1.final:390367..391574(-)","Transfer.PvP01_00_1.final","2","9","317","954","36969","8.61","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000890","PVP01_0000890.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","933","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:393,861..395,042(-)","Transfer.PvP01_00_1.final:393861..395042(-)","Transfer.PvP01_00_1.final","10","13","310","933","36713","7.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000900","PVP01_0000900.1","3","3","1","426","N/A","reverse","pseudogene","Yes","963","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_1.final:396,457..397,796(-)","Transfer.PvP01_00_1.final:397010..397796(-)","Transfer.PvP01_00_1.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000910","PVP01_0000910.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","954","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_1.final:399,793..401,003(-)","Transfer.PvP01_00_1.final:399793..401003(-)","Transfer.PvP01_00_1.final","10","13","317","954","37921","8.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000920","PVP01_0000920.1","2","2","1","N/A","N/A","forward","protein coding gene","No","591","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:3..750(+)","Transfer.PvP01_00_2.final:3..750(+)","Transfer.PvP01_00_2.final","0","2","196","591","23474","8.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000930","PVP01_0000930.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1032","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:4,351..5,637(+)","Transfer.PvP01_00_2.final:4351..5637(+)","Transfer.PvP01_00_2.final","0","0","343","1032","39488","8.15","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000940","PVP01_0000940.1","3","3","1","N/A","N/A","forward","protein coding gene","No","978","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:9,288..10,535(+)","Transfer.PvP01_00_2.final:9288..10535(+)","Transfer.PvP01_00_2.final","4","0","325","978","37480","6.67","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000950","PVP01_0000950.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1086","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:13,297..14,599(+)","Transfer.PvP01_00_2.final:13297..14599(+)","Transfer.PvP01_00_2.final","0","1","361","1086","42021","8.01","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000960","PVP01_0000960.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1086","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:15,298..16,809(-)","Transfer.PvP01_00_2.final:15298..16809(-)","Transfer.PvP01_00_2.final","0","1","361","1086","43195","6.85","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000970","PVP01_0000970.1","3","3","1","612","N/A","reverse","pseudogene","Yes","1110","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_2.final:20,434..21,785(-)","Transfer.PvP01_00_2.final:21161..21785(-)","Transfer.PvP01_00_2.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000980","PVP01_0000980.1","5","5","1","N/A","N/A","forward","protein coding gene","No","2472","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:28,381..31,414(+)","Transfer.PvP01_00_2.final:28381..31414(+)","Transfer.PvP01_00_2.final","32","6","823","2472","99599","8.09","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0000990","PVP01_0000990.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1071","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:33,241..34,551(-)","Transfer.PvP01_00_2.final:33241..34551(-)","Transfer.PvP01_00_2.final","7","10","356","1071","41236","7.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001000","PVP01_0001000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1074","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:37,459..38,810(-)","Transfer.PvP01_00_2.final:37459..38810(-)","Transfer.PvP01_00_2.final","0","1","357","1074","40948","6.97","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001010","PVP01_0001010.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1002","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:41,426..42,671(-)","Transfer.PvP01_00_2.final:41426..42671(-)","Transfer.PvP01_00_2.final","2","0","333","1002","38654","6.9","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001020","PVP01_0001020.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1152","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:45,210..46,566(-)","Transfer.PvP01_00_2.final:45210..46566(-)","Transfer.PvP01_00_2.final","7","10","383","1152","44146","4.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001040","PVP01_0001040.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1014","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:56,816..58,080(+)","Transfer.PvP01_00_2.final:56816..58080(+)","Transfer.PvP01_00_2.final","3","0","337","1014","39156","6.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001050","PVP01_0001050.1","4","4","1","N/A","N/A","forward","protein coding gene","No","975","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:62,454..63,783(+)","Transfer.PvP01_00_2.final:62454..63783(+)","Transfer.PvP01_00_2.final","2","0","324","975","37803","5.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001060","PVP01_0001060.1","2","2","1","N/A","N/A","forward","protein coding gene","No","966","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:66,667..67,747(+)","Transfer.PvP01_00_2.final:66667..67747(+)","Transfer.PvP01_00_2.final","0","0","321","966","37840","8.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001070","PVP01_0001070.1","3","3","1","N/A","N/A","forward","protein coding gene","No","912","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:69,774..71,001(+)","Transfer.PvP01_00_2.final:69774..71001(+)","Transfer.PvP01_00_2.final","2","1","303","912","35156","7.76","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001080","PVP01_0001080.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1005","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:74,411..75,671(+)","Transfer.PvP01_00_2.final:74411..75671(+)","Transfer.PvP01_00_2.final","53","0","334","1005","38120","5.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001090","PVP01_0001090.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1170","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:77,777..79,275(-)","Transfer.PvP01_00_2.final:77777..79275(-)","Transfer.PvP01_00_2.final","0","1","389","1170","46430","5.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001100","PVP01_0001100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1074","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:85,408..86,740(-)","Transfer.PvP01_00_2.final:85408..86740(-)","Transfer.PvP01_00_2.final","7","10","357","1074","41438","6.6","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001110","PVP01_0001110.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1035","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:90,794..92,057(-)","Transfer.PvP01_00_2.final:90794..92057(-)","Transfer.PvP01_00_2.final","4","0","344","1035","39901","7.04","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001120","PVP01_0001120.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","999","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:94,402..95,677(-)","Transfer.PvP01_00_2.final:94402..95677(-)","Transfer.PvP01_00_2.final","54","1","332","999","38536","5.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001130","PVP01_0001130.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1104","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:99,494..100,850(-)","Transfer.PvP01_00_2.final:99494..100850(-)","Transfer.PvP01_00_2.final","7","10","367","1104","42233","6.76","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001140","PVP01_0001140.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1068","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:103,521..104,820(-)","Transfer.PvP01_00_2.final:103521..104820(-)","Transfer.PvP01_00_2.final","3","0","355","1068","41040","5.17","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001150","PVP01_0001150.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1053","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:107,809..109,108(-)","Transfer.PvP01_00_2.final:107809..109108(-)","Transfer.PvP01_00_2.final","2","0","350","1053","40845","7.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001160","PVP01_0001160.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1020","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:111,816..113,123(-)","Transfer.PvP01_00_2.final:111816..113123(-)","Transfer.PvP01_00_2.final","7","10","339","1020","38930","4.67","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001170","PVP01_0001170.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1014","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:115,703..116,964(-)","Transfer.PvP01_00_2.final:115703..116964(-)","Transfer.PvP01_00_2.final","0","0","337","1014","39605","5.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001180","PVP01_0001180.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","984","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:120,928..122,336(-)","Transfer.PvP01_00_2.final:120928..122336(-)","Transfer.PvP01_00_2.final","17","6","327","984","37889","5.6","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001190","PVP01_0001190.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","939","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:127,867..129,283(-)","Transfer.PvP01_00_2.final:127867..129283(-)","Transfer.PvP01_00_2.final","0","0","312","939","36438","6.68","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001200","PVP01_0001200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1095","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:131,821..133,139(-)","Transfer.PvP01_00_2.final:131821..133139(-)","Transfer.PvP01_00_2.final","7","10","364","1095","42167","6.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001210","PVP01_0001210.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","978","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:137,172..138,423(-)","Transfer.PvP01_00_2.final:137172..138423(-)","Transfer.PvP01_00_2.final","3","0","325","978","37837","6.6","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0001220","PVP01_0001220.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1077","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_2.final:142,198..143,521(-)","Transfer.PvP01_00_2.final:142198..143521(-)","Transfer.PvP01_00_2.final","0","0","358","1077","41320","4.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
